,time,case,t,name,area,type,tat,xat,label,yat
1,2022/3/6,3.66E-06,6,shanghai,7.02E-06,R0=3,6,4,Colonization,0.5
2,2022/3/6,3.77E-06,6,shanghai,6.56E-06,R0=4,6,4,Colonization,0.5
3,2022/3/6,4.29E-06,6,shanghai,6.81E-06,R0=5,6,4,Colonization,0.5
4,2022/3/6,5.05E-06,6,shanghai,7.36E-06,R0=6,6,4,Colonization,0.5
5,2022/3/6,7.08E-06,6,shanghai,8.85E-06,R0=8,6,4,Colonization,0.5
6,2022/3/6,1.00E-05,6,shanghai,1.08E-05,R0=10,6,4,Colonization,0.5
7,2022/3/6,1.37E-05,6,shanghai,1.31E-05,R0=12,6,4,Colonization,0.5
8,2022/3/21,0.028256907,21,shanghai,0.034193277,R0=12,21,21,Establishment,1.5
9,2022/3/25,0.045885201,25,shanghai,0.067677779,R0=10,25,20,Establishment,1.5
10,2022/3/25,0.210230788,25,shanghai,0.259445417,R0=12,25,25,Spread,2
11,2022/3/28,0.863587843,28,shanghai,1.150723744,R0=12,NA,40,Outbreak,3
12,2022/3/30,0.399285534,30,shanghai,0.611475484,R0=10,30,30,Spread,2
13,2022/3/31,0.073850122,31,shanghai,0.140232094,R0=8,31,25,Establishment,1.5
14,2022/4/2,1.282556786,33,shanghai,2.187923031,R0=10,NA,40,Outbreak,3
15,2022/4/5,0.443456241,36,shanghai,0.874842991,R0=8,36,36,Spread,2
16,2022/4/8,0.069746043,39,shanghai,0.183191418,R0=6,39,25,Establishment,1.5
17,2022/4/9,1.566235692,40,shanghai,3.549454111,R0=8,NA,50,Outbreak,3
18,2022/4/15,0.070440164,46,shanghai,0.230308231,R0=5,46,25,Establishment,1.5
19,2022/4/15,0.492707627,46,shanghai,1.349538766,R0=6,46,46,Spread,2
20,2022/4/20,1.657421226,51,shanghai,5.225001231,R0=6,NA,60,Outbreak,3
21,2022/4/23,0.461029845,54,shanghai,1.565204911,R0=5,54,54,Spread,2
22,2022/4/28,0.095909824,59,shanghai,0.418672927,R0=4,59,25,Establishment,1.5
23,2022/4/29,1.585116897,60,shanghai,6.134040092,R0=5,NA,70,Outbreak,3
24,2022/5/8,0.598662844,69,shanghai,2.741692486,R0=4,69,69,Spread,2
25,2022/5/15,1.784381615,76,shanghai,9.417270042,R0=4,NA,89,Outbreak,3
26,2022/5/21,0.091898545,82,shanghai,0.610008863,R0=3,82,45,Establishment,1.5
27,2022/6/5,0.619957294,97,shanghai,4.32208782,R0=3,97,90,Spread,2
28,2022/6/16,1.981809122,108,shanghai,16.32096833,R0=3,NA,108,Outbreak,3
29,2022/3/1,0,1,shanghai,NA,R0=3,NA,NA,NA,NA
30,2022/3/2,1.07E-06,2,shanghai,NA,R0=3,NA,NA,NA,NA
31,2022/3/3,1.88E-06,3,shanghai,5.34E-07,R0=3,NA,NA,NA,NA
32,2022/3/4,2.53E-06,4,shanghai,2.01E-06,R0=3,NA,NA,NA,NA
33,2022/3/5,3.10E-06,5,shanghai,4.21E-06,R0=3,NA,NA,NA,NA
34,2022/3/7,4.24E-06,7,shanghai,1.04E-05,R0=3,NA,NA,NA,NA
35,2022/3/8,4.88E-06,8,shanghai,1.44E-05,R0=3,NA,NA,NA,NA
36,2022/3/9,5.60E-06,9,shanghai,1.89E-05,R0=3,NA,NA,NA,NA
37,2022/3/10,6.40E-06,10,shanghai,2.42E-05,R0=3,NA,NA,NA,NA
38,2022/3/11,7.32E-06,11,shanghai,3.02E-05,R0=3,NA,NA,NA,NA
39,2022/3/12,8.36E-06,12,shanghai,3.70E-05,R0=3,NA,NA,NA,NA
40,2022/3/13,9.56E-06,13,shanghai,4.49E-05,R0=3,NA,NA,NA,NA
41,2022/3/14,1.09E-05,14,shanghai,5.38E-05,R0=3,NA,NA,NA,NA
42,2022/3/15,1.25E-05,15,shanghai,6.41E-05,R0=3,NA,NA,NA,NA
43,2022/3/16,1.42E-05,16,shanghai,7.58E-05,R0=3,NA,NA,NA,NA
44,2022/3/17,1.63E-05,17,shanghai,8.91E-05,R0=3,NA,NA,NA,NA
45,2022/3/18,1.86E-05,18,shanghai,0.000104378,R0=3,NA,NA,NA,NA
46,2022/3/19,2.12E-05,19,shanghai,0.000121816,R0=3,NA,NA,NA,NA
47,2022/3/20,2.43E-05,20,shanghai,0.000141737,R0=3,NA,NA,NA,NA
48,2022/3/21,2.77E-05,21,shanghai,0.000164494,R0=3,NA,NA,NA,NA
49,2022/3/22,3.17E-05,22,shanghai,0.000190491,R0=3,NA,NA,NA,NA
50,2022/3/23,3.62E-05,23,shanghai,0.00022019,R0=3,NA,NA,NA,NA
51,2022/3/24,4.13E-05,24,shanghai,0.000254118,R0=3,NA,NA,NA,NA
52,2022/3/25,4.72E-05,25,shanghai,0.000292877,R0=3,NA,NA,NA,NA
53,2022/3/26,5.39E-05,26,shanghai,0.000337154,R0=3,NA,NA,NA,NA
54,2022/3/27,6.16E-05,27,shanghai,0.000387736,R0=3,NA,NA,NA,NA
55,2022/3/28,7.04E-05,28,shanghai,0.00044552,R0=3,NA,NA,NA,NA
56,2022/3/29,8.04E-05,29,shanghai,0.000511532,R0=3,NA,NA,NA,NA
57,2022/3/30,9.19E-05,30,shanghai,0.000586943,R0=3,NA,NA,NA,NA
58,2022/3/31,0.000104955,31,shanghai,0.000673091,R0=3,NA,NA,NA,NA
59,2022/4/1,0.000119899,32,shanghai,0.000771505,R0=3,NA,NA,NA,NA
60,2022/4/2,0.00013697,33,shanghai,0.000883931,R0=3,NA,NA,NA,NA
61,2022/4/3,0.000156472,34,shanghai,0.001012366,R0=3,NA,NA,NA,NA
62,2022/4/4,0.000178751,35,shanghai,0.001159087,R0=3,NA,NA,NA,NA
63,2022/4/5,0.000204202,36,shanghai,0.001326698,R0=3,NA,NA,NA,NA
64,2022/4/6,0.000233277,37,shanghai,0.001518175,R0=3,NA,NA,NA,NA
65,2022/4/7,0.000266491,38,shanghai,0.001736915,R0=3,NA,NA,NA,NA
66,2022/4/8,0.000304434,39,shanghai,0.001986799,R0=3,NA,NA,NA,NA
67,2022/4/9,0.00034778,40,shanghai,0.002272262,R0=3,NA,NA,NA,NA
68,2022/4/10,0.000397295,41,shanghai,0.002598369,R0=3,NA,NA,NA,NA
69,2022/4/11,0.000453861,42,shanghai,0.002970906,R0=3,NA,NA,NA,NA
70,2022/4/12,0.000518479,43,shanghai,0.003396484,R0=3,NA,NA,NA,NA
71,2022/4/13,0.000592295,44,shanghai,0.003882654,R0=3,NA,NA,NA,NA
72,2022/4/14,0.000676625,45,shanghai,0.004438042,R0=3,NA,NA,NA,NA
73,2022/4/15,0.000772954,46,shanghai,0.005072501,R0=3,NA,NA,NA,NA
74,2022/4/16,0.000882999,47,shanghai,0.005797291,R0=3,NA,NA,NA,NA
75,2022/4/17,0.001008708,48,shanghai,0.006625267,R0=3,NA,NA,NA,NA
76,2022/4/18,0.001152305,49,shanghai,0.007571121,R0=3,NA,NA,NA,NA
77,2022/4/19,0.001316349,50,shanghai,0.008651627,R0=3,NA,NA,NA,NA
78,2022/4/20,0.001503732,51,shanghai,0.009885954,R0=3,NA,NA,NA,NA
79,2022/4/21,0.001717788,52,shanghai,0.011295995,R0=3,NA,NA,NA,NA
80,2022/4/22,0.001962305,53,shanghai,0.012906755,R0=3,NA,NA,NA,NA
81,2022/4/23,0.002241615,54,shanghai,0.014746802,R0=3,NA,NA,NA,NA
82,2022/4/24,0.002560666,55,shanghai,0.016848761,R0=3,NA,NA,NA,NA
83,2022/4/25,0.002925108,56,shanghai,0.019249901,R0=3,NA,NA,NA,NA
84,2022/4/26,0.003341393,57,shanghai,0.021992788,R0=3,NA,NA,NA,NA
85,2022/4/27,0.003816881,58,shanghai,0.025126039,R0=3,NA,NA,NA,NA
86,2022/4/28,0.004359992,59,shanghai,0.028705176,R0=3,NA,NA,NA,NA
87,2022/4/29,0.004980324,60,shanghai,0.032793612,R0=3,NA,NA,NA,NA
88,2022/4/30,0.005688853,61,shanghai,0.03746377,R0=3,NA,NA,NA,NA
89,2022/5/1,0.006498023,62,shanghai,0.042798358,R0=3,NA,NA,NA,NA
90,2022/5/2,0.007422209,63,shanghai,0.048891796,R0=3,NA,NA,NA,NA
91,2022/5/3,0.008477671,64,shanghai,0.055851912,R0=3,NA,NA,NA,NA
92,2022/5/4,0.009682974,65,shanghai,0.063801852,R0=3,NA,NA,NA,NA
93,2022/5/5,0.011059409,66,shanghai,0.072882175,R0=3,NA,NA,NA,NA
94,2022/5/6,0.012631048,67,shanghai,0.083253366,R0=3,NA,NA,NA,NA
95,2022/5/7,0.014425602,68,shanghai,0.095098595,R0=3,NA,NA,NA,NA
96,2022/5/8,0.01647442,69,shanghai,0.10862692,R0=3,NA,NA,NA,NA
97,2022/5/9,0.018813396,70,shanghai,0.124076931,R0=3,NA,NA,NA,NA
98,2022/5/10,0.021483347,71,shanghai,0.141720839,R0=3,NA,NA,NA,NA
99,2022/5/11,0.024530762,72,shanghai,0.16186921,R0=3,NA,NA,NA,NA
100,2022/5/12,0.028008653,73,shanghai,0.184876264,R0=3,NA,NA,NA,NA
101,2022/5/13,0.03197715,74,shanghai,0.211145972,R0=3,NA,NA,NA,NA
102,2022/5/14,0.03650478,75,shanghai,0.241138873,R0=3,NA,NA,NA,NA
103,2022/5/15,0.041669326,76,shanghai,0.275379839,R0=3,NA,NA,NA,NA
104,2022/5/16,0.047559214,77,shanghai,0.314466891,R0=3,NA,NA,NA,NA
105,2022/5/17,0.05427475,78,shanghai,0.359081161,R0=3,NA,NA,NA,NA
106,2022/5/18,0.06192886,79,shanghai,0.409998143,R0=3,NA,NA,NA,NA
107,2022/5/19,0.070651273,80,shanghai,0.468099948,R0=3,NA,NA,NA,NA
108,2022/5/20,0.080586424,81,shanghai,0.534390015,R0=3,NA,NA,NA,NA
109,2022/5/22,0.104772194,83,shanghai,0.696251347,R0=3,NA,NA,NA,NA
110,2022/5/23,0.119416004,84,shanghai,0.794586717,R0=3,NA,NA,NA,NA
111,2022/5/24,0.136062144,85,shanghai,0.906680816,R0=3,NA,NA,NA,NA
112,2022/5/25,0.15497167,86,shanghai,1.03441989,R0=3,NA,NA,NA,NA
113,2022/5/26,0.176435598,87,shanghai,1.179936797,R0=3,NA,NA,NA,NA
114,2022/5/27,0.20077597,88,shanghai,1.345640431,R0=3,NA,NA,NA,NA
115,2022/5/28,0.228350134,89,shanghai,1.534246215,R0=3,NA,NA,NA,NA
116,2022/5/29,0.259551281,90,shanghai,1.748809268,R0=3,NA,NA,NA,NA
117,2022/5/30,0.294809514,91,shanghai,1.992759976,R0=3,NA,NA,NA,NA
118,2022/5/31,0.334590775,92,shanghai,2.269940373,R0=3,NA,NA,NA,NA
119,2022/6/1,0.379397388,93,shanghai,2.584640517,R0=3,NA,NA,NA,NA
120,2022/6/2,0.429765909,94,shanghai,2.941634599,R0=3,NA,NA,NA,NA
121,2022/6/3,0.486258039,95,shanghai,3.346216247,R0=3,NA,NA,NA,NA
122,2022/6/4,0.549461158,96,shanghai,3.804228221,R0=3,NA,NA,NA,NA
123,2022/6/6,0.698343991,98,shanghai,4.906797046,R0=3,NA,NA,NA,NA
124,2022/6/7,0.785177599,99,shanghai,5.565947689,R0=3,NA,NA,NA,NA
125,2022/6/8,0.880955624,100,shanghai,6.307708484,R0=3,NA,NA,NA,NA
126,2022/6/9,0.986106031,101,shanghai,7.140775095,R0=3,NA,NA,NA,NA
127,2022/6/10,1.100928391,102,shanghai,8.074305923,R0=3,NA,NA,NA,NA
128,2022/6/11,1.225540396,103,shanghai,9.117823133,R0=3,NA,NA,NA,NA
129,2022/6/12,1.359867151,104,shanghai,10.28105753,R0=3,NA,NA,NA,NA
130,2022/6/13,1.50352884,105,shanghai,11.5737613,R0=3,NA,NA,NA,NA
131,2022/6/14,1.655856771,106,shanghai,13.0054593,R0=3,NA,NA,NA,NA
132,2022/6/15,1.815775689,107,shanghai,14.5851521,R0=3,NA,NA,NA,NA
133,2022/6/17,2.152025889,109,shanghai,18.21976074,R0=3,NA,NA,NA,NA
134,2022/6/18,2.324045449,110,shanghai,20.28667824,R0=3,NA,NA,NA,NA
135,2022/6/19,2.495059296,111,shanghai,22.52471391,R0=3,NA,NA,NA,NA
136,2022/6/20,2.661879111,112,shanghai,24.93426628,R0=3,NA,NA,NA,NA
137,2022/6/21,2.821049094,113,shanghai,27.51273549,R0=3,NA,NA,NA,NA
138,2022/6/22,2.968947612,114,shanghai,30.25419959,R0=3,NA,NA,NA,NA
139,2022/6/23,3.101963732,115,shanghai,33.14919794,R0=3,NA,NA,NA,NA
140,2022/6/24,3.216668403,116,shanghai,36.18465361,R0=3,NA,NA,NA,NA
141,2022/6/25,3.310001692,117,shanghai,39.34396968,R0=3,NA,NA,NA,NA
142,2022/6/26,3.379460019,118,shanghai,42.60730473,R0=3,NA,NA,NA,NA
143,2022/6/27,3.423224543,119,shanghai,45.95203559,R0=3,NA,NA,NA,NA
144,2022/6/28,3.440284201,120,shanghai,49.35337787,R0=3,NA,NA,NA,NA
145,2022/6/29,3.430478509,121,shanghai,52.78513224,R0=3,NA,NA,NA,NA
146,2022/6/30,3.394497555,122,shanghai,56.22051359,R0=3,NA,NA,NA,NA
147,2022/7/1,3.333801761,123,shanghai,59.63300163,R0=3,NA,NA,NA,NA
148,2022/7/2,3.250546991,124,shanghai,62.99715128,R0=3,NA,NA,NA,NA
149,2022/7/3,3.147408009,125,shanghai,66.28932566,R0=3,NA,NA,NA,NA
150,2022/7/4,3.027418,126,shanghai,69.48830316,R0=3,NA,NA,NA,NA
151,2022/7/5,2.893824131,127,shanghai,72.57571616,R0=3,NA,NA,NA,NA
152,2022/7/6,2.749894965,128,shanghai,75.53633723,R0=3,NA,NA,NA,NA
153,2022/7/7,2.598818824,129,shanghai,78.35819678,R0=3,NA,NA,NA,NA
154,2022/7/8,2.443559349,130,shanghai,81.03255367,R0=3,NA,NA,NA,NA
155,2022/7/9,2.286807355,131,shanghai,83.55374276,R0=3,NA,NA,NA,NA
156,2022/7/10,2.130900586,132,shanghai,85.91892611,R0=3,NA,NA,NA,NA
157,2022/7/11,1.977818371,133,shanghai,88.12778008,R0=3,NA,NA,NA,NA
158,2022/7/12,1.829181617,134,shanghai,90.18213956,R0=3,NA,NA,NA,NA
159,2022/7/13,1.686247464,135,shanghai,92.08563955,R0=3,NA,NA,NA,NA
160,2022/7/14,1.549957431,136,shanghai,93.84335409,R0=3,NA,NA,NA,NA
161,2022/7/15,1.420958809,137,shanghai,95.46145654,R0=3,NA,NA,NA,NA
162,2022/7/16,1.299652816,138,shanghai,96.94691466,R0=3,NA,NA,NA,NA
163,2022/7/17,1.186221334,139,shanghai,98.30722047,R0=3,NA,NA,NA,NA
164,2022/7/18,1.080691111,140,shanghai,99.55015755,R0=3,NA,NA,NA,NA
165,2022/7/19,0.982933758,141,shanghai,100.6836138,R0=3,NA,NA,NA,NA
166,2022/7/20,0.892724595,142,shanghai,101.7154262,R0=3,NA,NA,NA,NA
167,2022/7/21,0.809764049,143,shanghai,102.6532554,R0=3,NA,NA,NA,NA
168,2022/7/22,0.73368835,144,shanghai,103.5044997,R0=3,NA,NA,NA,NA
169,2022/7/23,0.664106984,145,shanghai,104.2762259,R0=3,NA,NA,NA,NA
170,2022/7/24,0.600608036,146,shanghai,104.9751236,R0=3,NA,NA,NA,NA
171,2022/7/25,0.542774243,147,shanghai,105.6074811,R0=3,NA,NA,NA,NA
172,2022/7/26,0.490186201,148,shanghai,106.1791722,R0=3,NA,NA,NA,NA
173,2022/7/27,0.442442695,149,shanghai,106.6956524,R0=3,NA,NA,NA,NA
174,2022/7/28,0.39915214,150,shanghai,107.1619669,R0=3,NA,NA,NA,NA
175,2022/7/29,0.359942209,151,shanghai,107.5827643,R0=3,NA,NA,NA,NA
176,2022/7/30,0.324463576,152,shanghai,107.9623115,R0=3,NA,NA,NA,NA
177,2022/7/31,0.292387245,153,shanghai,108.3045144,R0=3,NA,NA,NA,NA
178,2022/8/1,0.263408829,154,shanghai,108.6129398,R0=3,NA,NA,NA,NA
179,2022/8/2,0.237244802,155,shanghai,108.8908378,R0=3,NA,NA,NA,NA
180,2022/8/3,0.213634641,156,shanghai,109.1411646,R0=3,NA,NA,NA,NA
181,2022/8/4,0.192339758,157,shanghai,109.3666044,R0=3,NA,NA,NA,NA
182,2022/8/5,0.173140287,158,shanghai,109.5695916,R0=3,NA,NA,NA,NA
183,2022/8/6,0.155836155,159,shanghai,109.7523316,R0=3,NA,NA,NA,NA
184,2022/8/7,0.140244408,160,shanghai,109.9168198,R0=3,NA,NA,NA,NA
185,2022/8/8,0.126200281,161,shanghai,110.0648601,R0=3,NA,NA,NA,NA
186,2022/8/9,0.113552382,162,shanghai,110.1980824,R0=3,NA,NA,NA,NA
187,2022/8/10,0.102164297,163,shanghai,110.3179588,R0=3,NA,NA,NA,NA
188,2022/8/11,0.091912454,164,shanghai,110.4258171,R0=3,NA,NA,NA,NA
189,2022/8/12,0.082683976,165,shanghai,110.5228555,R0=3,NA,NA,NA,NA
190,2022/8/13,0.074378827,166,shanghai,110.6101537,R0=3,NA,NA,NA,NA
191,2022/8/14,0.06690446,167,shanghai,110.6886851,R0=3,NA,NA,NA,NA
192,2022/8/15,0.060179563,168,shanghai,110.7593267,R0=3,NA,NA,NA,NA
193,2022/8/16,0.054128172,169,shanghai,110.8228687,R0=3,NA,NA,NA,NA
194,2022/8/17,0.04868406,170,shanghai,110.8800226,R0=3,NA,NA,NA,NA
195,2022/8/18,0.043786403,171,shanghai,110.9314287,R0=3,NA,NA,NA,NA
196,2022/8/19,0.039380528,172,shanghai,110.977664,R0=3,NA,NA,NA,NA
197,2022/8/20,0.035417274,173,shanghai,111.0192474,R0=3,NA,NA,NA,NA
198,2022/8/21,0.031852346,174,shanghai,111.0566463,R0=3,NA,NA,NA,NA
199,2022/8/22,0.028645782,175,shanghai,111.0902811,R0=3,NA,NA,NA,NA
200,2022/8/23,0.025761689,176,shanghai,111.1205302,R0=3,NA,NA,NA,NA
201,2022/8/24,0.023167701,177,shanghai,111.1477339,R0=3,NA,NA,NA,NA
202,2022/8/25,0.020834663,178,shanghai,111.1721986,R0=3,NA,NA,NA,NA
203,2022/8/26,0.018736362,179,shanghai,111.1941998,R0=3,NA,NA,NA,NA
204,2022/8/27,0.016849261,180,shanghai,111.2139853,R0=3,NA,NA,NA,NA
205,2022/8/28,0.015152122,181,shanghai,111.2317781,R0=3,NA,NA,NA,NA
206,2022/8/29,0.013625847,182,shanghai,111.2477788,R0=3,NA,NA,NA,NA
207,2022/8/30,0.012253264,183,shanghai,111.2621678,R0=3,NA,NA,NA,NA
208,2022/8/31,0.01101886,184,shanghai,111.2751074,R0=3,NA,NA,NA,NA
209,2022/9/1,0.009908725,185,shanghai,111.2867434,R0=3,NA,NA,NA,NA
210,2022/9/2,0.008910448,186,shanghai,111.2972072,R0=3,NA,NA,NA,NA
211,2022/9/3,0.00801269,187,shanghai,111.3066168,R0=3,NA,NA,NA,NA
212,2022/9/4,0.007205392,188,shanghai,111.3150784,R0=3,NA,NA,NA,NA
213,2022/9/5,0.006479407,189,shanghai,111.3226874,R0=3,NA,NA,NA,NA
214,2022/9/6,0.005826497,190,shanghai,111.3295298,R0=3,NA,NA,NA,NA
215,2022/9/7,0.005239423,191,shanghai,111.3356828,R0=3,NA,NA,NA,NA
216,2022/9/8,0.004711478,192,shanghai,111.3412157,R0=3,NA,NA,NA,NA
217,2022/9/9,0.004236717,193,shanghai,111.3461912,R0=3,NA,NA,NA,NA
218,2022/9/10,0.003809792,194,shanghai,111.3506653,R0=3,NA,NA,NA,NA
219,2022/9/11,0.003425883,195,shanghai,111.3546885,R0=3,NA,NA,NA,NA
220,2022/9/12,0.003080657,196,shanghai,111.3583064,R0=3,NA,NA,NA,NA
221,2022/9/13,0.002770218,197,shanghai,111.3615596,R0=3,NA,NA,NA,NA
222,2022/9/14,0.002491052,198,shanghai,111.3644851,R0=3,NA,NA,NA,NA
223,2022/9/15,0.00224002,199,shanghai,111.3671157,R0=3,NA,NA,NA,NA
224,2022/9/16,0.002014286,200,shanghai,111.3694812,R0=3,NA,NA,NA,NA
225,2022/9/17,0.001811298,201,shanghai,111.3716084,R0=3,NA,NA,NA,NA
226,2022/9/18,0.001628761,202,shanghai,111.3735212,R0=3,NA,NA,NA,NA
227,2022/9/19,0.001464622,203,shanghai,111.3752412,R0=3,NA,NA,NA,NA
228,2022/9/20,0.001317023,204,shanghai,111.3767879,R0=3,NA,NA,NA,NA
229,2022/9/21,0.001184296,205,shanghai,111.3781787,R0=3,NA,NA,NA,NA
230,2022/9/22,0.001064947,206,shanghai,111.3794294,R0=3,NA,NA,NA,NA
231,2022/9/23,0.000957625,207,shanghai,111.380554,R0=3,NA,NA,NA,NA
232,2022/9/24,0.000861114,208,shanghai,111.3815653,R0=3,NA,NA,NA,NA
233,2022/9/25,0.000774334,209,shanghai,111.3824747,R0=3,NA,NA,NA,NA
234,2022/9/26,0.0006963,210,shanghai,111.3832924,R0=3,NA,NA,NA,NA
235,2022/9/27,0.000626125,211,shanghai,111.3840277,R0=3,NA,NA,NA,NA
236,2022/9/28,0.000563028,212,shanghai,111.3846889,R0=3,NA,NA,NA,NA
237,2022/9/29,0.000506284,213,shanghai,111.3852835,R0=3,NA,NA,NA,NA
238,2022/9/30,0.000455261,214,shanghai,111.3858182,R0=3,NA,NA,NA,NA
239,2022/10/1,0.00040938,215,shanghai,111.3862989,R0=3,NA,NA,NA,NA
240,2022/10/2,0.000368122,216,shanghai,111.3867313,R0=3,NA,NA,NA,NA
241,2022/10/3,0.000331023,217,shanghai,111.38712,R0=3,NA,NA,NA,NA
242,2022/10/4,0.000297662,218,shanghai,111.3874696,R0=3,NA,NA,NA,NA
243,2022/10/5,0.000267664,219,shanghai,111.3877839,R0=3,NA,NA,NA,NA
244,2022/10/6,0.000240689,220,shanghai,111.3880666,R0=3,NA,NA,NA,NA
245,2022/10/7,0.000216432,221,shanghai,111.3883208,R0=3,NA,NA,NA,NA
246,2022/10/8,0.00019462,222,shanghai,111.3885493,R0=3,NA,NA,NA,NA
247,2022/10/9,0.000175006,223,shanghai,111.3887548,R0=3,NA,NA,NA,NA
248,2022/10/10,0.000157369,224,shanghai,111.3889397,R0=3,NA,NA,NA,NA
249,2022/10/11,0.000141509,225,shanghai,111.3891058,R0=3,NA,NA,NA,NA
250,2022/10/12,0.000127248,226,shanghai,111.3892553,R0=3,NA,NA,NA,NA
251,2022/10/13,0.000114423,227,shanghai,111.3893897,R0=3,NA,NA,NA,NA
252,2022/10/14,0.000102892,228,shanghai,111.3895105,R0=3,NA,NA,NA,NA
253,2022/10/15,9.25E-05,229,shanghai,111.3896192,R0=3,NA,NA,NA,NA
254,2022/10/16,8.32E-05,230,shanghai,111.3897169,R0=3,NA,NA,NA,NA
255,2022/10/17,7.48E-05,231,shanghai,111.3898047,R0=3,NA,NA,NA,NA
256,2022/10/18,6.73E-05,232,shanghai,111.3898837,R0=3,NA,NA,NA,NA
257,2022/10/19,6.05E-05,233,shanghai,111.3899548,R0=3,NA,NA,NA,NA
258,2022/10/20,5.44E-05,234,shanghai,111.3900187,R0=3,NA,NA,NA,NA
259,2022/10/21,4.89E-05,235,shanghai,111.3900761,R0=3,NA,NA,NA,NA
260,2022/10/22,4.40E-05,236,shanghai,111.3901278,R0=3,NA,NA,NA,NA
261,2022/10/23,3.96E-05,237,shanghai,111.3901742,R0=3,NA,NA,NA,NA
262,2022/10/24,3.56E-05,238,shanghai,111.390216,R0=3,NA,NA,NA,NA
263,2022/10/25,3.20E-05,239,shanghai,111.3902535,R0=3,NA,NA,NA,NA
264,2022/10/26,2.88E-05,240,shanghai,111.3902873,R0=3,NA,NA,NA,NA
265,2022/10/27,2.59E-05,241,shanghai,111.3903177,R0=3,NA,NA,NA,NA
266,2022/10/28,2.33E-05,242,shanghai,111.390345,R0=3,NA,NA,NA,NA
267,2022/10/29,2.09E-05,243,shanghai,111.3903695,R0=3,NA,NA,NA,NA
268,2022/10/30,1.88E-05,244,shanghai,111.3903916,R0=3,NA,NA,NA,NA
269,2022/10/31,1.69E-05,245,shanghai,111.3904115,R0=3,NA,NA,NA,NA
270,2022/11/1,1.52E-05,246,shanghai,111.3904293,R0=3,NA,NA,NA,NA
271,2022/11/2,1.37E-05,247,shanghai,111.3904454,R0=3,NA,NA,NA,NA
272,2022/11/3,1.23E-05,248,shanghai,111.3904598,R0=3,NA,NA,NA,NA
273,2022/11/4,1.11E-05,249,shanghai,111.3904728,R0=3,NA,NA,NA,NA
274,2022/11/5,9.94E-06,250,shanghai,111.3904845,R0=3,NA,NA,NA,NA
275,2022/11/6,8.94E-06,251,shanghai,111.390495,R0=3,NA,NA,NA,NA
276,2022/11/7,8.04E-06,252,shanghai,111.3905044,R0=3,NA,NA,NA,NA
277,2022/11/8,7.23E-06,253,shanghai,111.3905129,R0=3,NA,NA,NA,NA
278,2022/11/9,6.50E-06,254,shanghai,111.3905205,R0=3,NA,NA,NA,NA
279,2022/11/10,5.84E-06,255,shanghai,111.3905274,R0=3,NA,NA,NA,NA
280,2022/3/1,0,1,shanghai,NA,R0=4,NA,NA,NA,NA
281,2022/3/2,9.52E-07,2,shanghai,NA,R0=4,NA,NA,NA,NA
282,2022/3/3,1.71E-06,3,shanghai,4.76E-07,R0=4,NA,NA,NA,NA
283,2022/3/4,2.38E-06,4,shanghai,1.81E-06,R0=4,NA,NA,NA,NA
284,2022/3/5,3.04E-06,5,shanghai,3.85E-06,R0=4,NA,NA,NA,NA
285,2022/3/7,4.60E-06,7,shanghai,9.96E-06,R0=4,NA,NA,NA,NA
286,2022/3/8,5.60E-06,8,shanghai,1.41E-05,R0=4,NA,NA,NA,NA
287,2022/3/9,6.79E-06,9,shanghai,1.92E-05,R0=4,NA,NA,NA,NA
288,2022/3/10,8.23E-06,10,shanghai,2.54E-05,R0=4,NA,NA,NA,NA
289,2022/3/11,9.97E-06,11,shanghai,3.29E-05,R0=4,NA,NA,NA,NA
290,2022/3/12,1.21E-05,12,shanghai,4.20E-05,R0=4,NA,NA,NA,NA
291,2022/3/13,1.46E-05,13,shanghai,5.31E-05,R0=4,NA,NA,NA,NA
292,2022/3/14,1.77E-05,14,shanghai,6.64E-05,R0=4,NA,NA,NA,NA
293,2022/3/15,2.14E-05,15,shanghai,8.26E-05,R0=4,NA,NA,NA,NA
294,2022/3/16,2.60E-05,16,shanghai,0.000102134,R0=4,NA,NA,NA,NA
295,2022/3/17,3.14E-05,17,shanghai,0.000125829,R0=4,NA,NA,NA,NA
296,2022/3/18,3.81E-05,18,shanghai,0.000154521,R0=4,NA,NA,NA,NA
297,2022/3/19,4.61E-05,19,shanghai,0.000189265,R0=4,NA,NA,NA,NA
298,2022/3/20,5.58E-05,20,shanghai,0.000231337,R0=4,NA,NA,NA,NA
299,2022/3/21,6.76E-05,21,shanghai,0.000282283,R0=4,NA,NA,NA,NA
300,2022/3/22,8.18E-05,22,shanghai,0.000343975,R0=4,NA,NA,NA,NA
301,2022/3/23,9.91E-05,23,shanghai,0.000418679,R0=4,NA,NA,NA,NA
302,2022/3/24,0.000119991,24,shanghai,0.00050914,R0=4,NA,NA,NA,NA
303,2022/3/25,0.000145299,25,shanghai,0.000618681,R0=4,NA,NA,NA,NA
304,2022/3/26,0.000175945,26,shanghai,0.000751326,R0=4,NA,NA,NA,NA
305,2022/3/27,0.000213056,27,shanghai,0.000911948,R0=4,NA,NA,NA,NA
306,2022/3/28,0.000257992,28,shanghai,0.001106449,R0=4,NA,NA,NA,NA
307,2022/3/29,0.000312406,29,shanghai,0.001341973,R0=4,NA,NA,NA,NA
308,2022/3/30,0.000378298,30,shanghai,0.001627172,R0=4,NA,NA,NA,NA
