,time,case,t,name,area,type,tat,xat,label,yat
993,2022/3/26,0.3422379,26,shanghai,0.428586503,R0=12,NA,NA,NA,NA
994,2022/3/27,0.549567894,27,shanghai,0.704820847,R0=12,NA,NA,NA,NA
995,2022/3/29,1.312580886,29,shanghai,1.857301612,R0=12,NA,NA,NA,NA
996,2022/3/30,1.899779955,30,shanghai,2.945385977,R0=12,NA,NA,NA,NA
997,2022/3/31,2.570951522,31,shanghai,4.551566397,R0=12,NA,NA,NA,NA
998,2022/4/1,3.198029146,32,shanghai,6.786932136,R0=12,NA,NA,NA,NA
999,2022/4/2,3.619955865,33,shanghai,9.67142247,R0=12,NA,NA,NA,NA
1000,2022/4/3,3.733814773,34,shanghai,13.08041497,R0=12,NA,NA,NA,NA
1001,2022/4/4,3.552270655,35,shanghai,16.75730029,R0=12,NA,NA,NA,NA
1002,2022/4/5,3.172342601,36,shanghai,20.40034301,R0=12,NA,NA,NA,NA
1003,2022/4/6,2.705530391,37,shanghai,23.76264964,R0=12,NA,NA,NA,NA
1004,2022/4/7,2.23432586,38,shanghai,26.70158613,R0=12,NA,NA,NA,NA
1005,2022/4/8,1.804840623,39,shanghai,29.17151426,R0=12,NA,NA,NA,NA
1006,2022/4/9,1.43602685,40,shanghai,31.1910975,R0=12,NA,NA,NA,NA
1007,2022/4/10,1.130765158,41,shanghai,32.81153124,R0=12,NA,NA,NA,NA
1008,2022/4/11,0.884025331,42,shanghai,34.09492724,R0=12,NA,NA,NA,NA
1009,2022/4/12,0.687677693,43,shanghai,35.10232249,R0=12,NA,NA,NA,NA
1010,2022/4/13,0.533069527,44,shanghai,35.888174,R0=12,NA,NA,NA,NA
1011,2022/4/14,0.412204633,45,shanghai,36.49854761,R0=12,NA,NA,NA,NA
1012,2022/4/15,0.318191879,46,shanghai,36.97118469,R0=12,NA,NA,NA,NA
1013,2022/4/16,0.245324351,47,shanghai,37.33638294,R0=12,NA,NA,NA,NA
1014,2022/4/17,0.188989335,48,shanghai,37.61814106,R0=12,NA,NA,NA,NA
1015,2022/4/18,0.145513578,49,shanghai,37.8352979,R0=12,NA,NA,NA,NA
1016,2022/4/19,0.112004355,50,shanghai,38.00254936,R0=12,NA,NA,NA,NA
1017,2022/4/20,0.086200319,51,shanghai,38.13130833,R0=12,NA,NA,NA,NA
1018,2022/4/21,0.066341749,52,shanghai,38.23041066,R0=12,NA,NA,NA,NA
1019,2022/4/22,0.051064696,53,shanghai,38.3066817,R0=12,NA,NA,NA,NA
1020,2022/4/23,0.039314382,54,shanghai,38.36538492,R0=12,NA,NA,NA,NA
1021,2022/4/24,0.030277374,55,shanghai,38.41057446,R0=12,NA,NA,NA,NA
1022,2022/4/25,0.023326797,56,shanghai,38.44537034,R0=12,NA,NA,NA,NA
1023,2022/4/26,0.017979805,57,shanghai,38.47217242,R0=12,NA,NA,NA,NA
1024,2022/4/27,0.013865597,58,shanghai,38.49282572,R0=12,NA,NA,NA,NA
1025,2022/4/28,0.010698857,59,shanghai,38.50874842,R0=12,NA,NA,NA,NA
1026,2022/4/29,0.008260436,60,shanghai,38.52103065,R0=12,NA,NA,NA,NA
1027,2022/4/30,0.006381966,61,shanghai,38.5305103,R0=12,NA,NA,NA,NA
1028,2022/5/1,0.004934098,62,shanghai,38.5378315,R0=12,NA,NA,NA,NA
1029,2022/5/2,0.003817517,63,shanghai,38.54348953,R0=12,NA,NA,NA,NA
1030,2022/5/3,0.002955877,64,shanghai,38.54786534,R0=12,NA,NA,NA,NA
1031,2022/5/4,0.002290541,65,shanghai,38.55125204,R0=12,NA,NA,NA,NA
1032,2022/5/5,0.001776422,66,shanghai,38.55387524,R0=12,NA,NA,NA,NA
1033,2022/5/6,0.001378869,67,shanghai,38.55590873,R0=12,NA,NA,NA,NA
1034,2022/5/7,0.001071213,68,shanghai,38.55748637,R0=12,NA,NA,NA,NA
1035,2022/5/8,0.000832936,69,shanghai,38.55871141,R0=12,NA,NA,NA,NA
1036,2022/5/9,0.000648245,70,shanghai,38.55966349,R0=12,NA,NA,NA,NA
1037,2022/5/10,0.000504965,71,shanghai,38.56040408,R0=12,NA,NA,NA,NA
1038,2022/5/11,0.000393717,72,shanghai,38.56098068,R0=12,NA,NA,NA,NA
1039,2022/5/12,0.000307262,73,shanghai,38.56143002,R0=12,NA,NA,NA,NA
1040,2022/5/13,0.000240016,74,shanghai,38.56178051,R0=12,NA,NA,NA,NA
1041,2022/5/14,0.000187662,75,shanghai,38.56205415,R0=12,NA,NA,NA,NA
1042,2022/5/15,0.000146865,76,shanghai,38.56226799,R0=12,NA,NA,NA,NA
1043,2022/5/16,0.000115045,77,shanghai,38.56243526,R0=12,NA,NA,NA,NA
1044,2022/5/17,9.02E-05,78,shanghai,38.56256621,R0=12,NA,NA,NA,NA
1045,2022/5/18,7.08E-05,79,shanghai,38.56266883,R0=12,NA,NA,NA,NA
1046,2022/5/19,5.56E-05,80,shanghai,38.56274933,R0=12,NA,NA,NA,NA
1047,2022/5/20,4.37E-05,81,shanghai,38.56281253,R0=12,NA,NA,NA,NA
1048,2022/5/21,3.44E-05,82,shanghai,38.56286219,R0=12,NA,NA,NA,NA
1049,2022/5/22,2.71E-05,83,shanghai,38.56290125,R0=12,NA,NA,NA,NA
1050,2022/5/23,2.14E-05,84,shanghai,38.562932,R0=12,NA,NA,NA,NA
1051,2022/5/24,1.69E-05,85,shanghai,38.56295622,R0=12,NA,NA,NA,NA
1052,2022/5/25,1.33E-05,86,shanghai,38.56297533,R0=12,NA,NA,NA,NA
1053,2022/5/26,1.05E-05,87,shanghai,38.56299041,R0=12,NA,NA,NA,NA
1054,2022/5/27,8.32E-06,88,shanghai,38.56300232,R0=12,NA,NA,NA,NA
1055,2022/5/28,6.58E-06,89,shanghai,38.56301173,R0=12,NA,NA,NA,NA
1056,2022/5/29,5.21E-06,90,shanghai,38.56301918,R0=12,NA,NA,NA,NA
1057,2022/5/30,4.13E-06,91,shanghai,38.56302508,R0=12,NA,NA,NA,NA
1058,2022/5/31,3.28E-06,92,shanghai,38.56302975,R0=12,NA,NA,NA,NA
1059,2022/6/1,2.60E-06,93,shanghai,38.56303345,R0=12,NA,NA,NA,NA
1060,2022/6/2,2.07E-06,94,shanghai,38.56303639,R0=12,NA,NA,NA,NA
1061,2022/6/3,1.64E-06,95,shanghai,38.56303873,R0=12,NA,NA,NA,NA
